#[Header]										
#Keyword=SCHEM										
#NameString=Selventa Legacy Chemical Names										
#DomainString=Chemical										
#SpeciesString=all										
#DescriptionString=Selventa names for chemicals, drugs, and other molecule abundances. It is not recommended that new BEL Documents include reference to any of these legacy namespaces.										
#VersionString=20140225										
#[Values]										
ID	ALTIDS	LABEL	SYNONYMS	DESCRIPTION	TYPE	SPECIES	XREF	OBSOLETE	PARENTS	CHILDREN
A0384		ATM inhibitor			A					
A0385		ATP			A		CHEBI:15422			
A0386		AZ703			A					
A0387		AZD0530			A					
A0388		Abciximab			A		MESHC:C085843			
A0389		Ac-DEVD-CHO			A		CHEBI:59385			
A0390		Acadesine			A		MESHC:C011651			
A0391		Acarbose			A		CHEBI:2376			
A0392		Aceneuramic acid			A		CHEBI:17012			
A0393		Acetaldehyde			A		CHEBI:15343			
A0394		Acetaminophen			A		CHEBI:46195			
A0395		Acetaminophen (TN TYLENOL)			A					
A0396		Acetanilide			A		CHEBI:28884			
A0397		Acetazolamide			A		CHEBI:27690			
A0398		Acetic acid			A		CHEBI:15366			
A0399		"Acetic acid, 2-(o-(((4-isopropyl-2-methyl-5-oxo-1-phenyl-3-pyrazolin-3-yl)methyl)carbamoyl)phenyl)-"			A					
A0400		"Acetic acid, ion(1-)"			A		CHEBI:30089			
A0401		Acetoacetic acid			A		CHEBI:15344			
A0402		Acetoacetyl coa			A		MESHC:C010667			
A0403		Acetovanillone			A		CHEBI:2781			
A0404		Acetyl coenzyme A			A		CHEBI:15351			
A0405		Acetyl-CoA			A		CHEBI:15351			
A0406		Acetylcarnitine			A		MESHC:D000108			
A0407		Acetylcholine			A		CHEBI:15355			
A0408		Acetylcysteine			A		CHEBI:22198			
A0409		Acetylglucosamine			A		CHEBI:28009			
A0410		Acetylhydrazine			A		CHEBI:2422			
A0411		Acetylleucyl-leucyl-norleucinal			A		CHEBI:2423			
A0412		Acetylmuramyl-alanyl-isoglutamine			A		CHEBI:59414			
A0413		Acivicin			A		CHEBI:74545			
A0414		Acrolein			A		CHEBI:15368			
A0415		Actarit			A					
A0416		Actinomycin			A		CHEBI:15369			
A0417		Actinomycin D1			A		MESHC:C033233			
A0418		Activin			A		MESHC:D028341			
A0419		Activin receptor			A		MESHC:D029404			
A0420		Acyclovir			A		CHEBI:2453			
A0421		Acyl-CoA			A		CHEBI:17984			
A0422		Acyl-CoA synthase			A					
A0423		Adenine			A		CHEBI:16708			
A0424		Adenosine			A		CHEBI:16335			
A0425		Adenosine 3'-phosphate-5'-phosphate			A		MESHC:C010840			
A0426		"Adenosine 5'-(tetrahydrogen triphosphate), magnesium salt"			A					
A0427		Adenosine 5'-O-(3-thiotriphosphate)			A		CHEBI:27575			
A0428		Adenosine dialdehyde			A		MESHC:C027579			
A0429		Adenosine diphosphate			A		MESHC:D000244			
A0430		Adenosine diphosphate ribose			A		CHEBI:16960			
A0431		Adenosine phosphate			A		CHEBI:22256			
A0432		Adenosine triphosphate			A		CHEBI:15422			
A0433		Adenosine-5'-(N-ethylcarboxamide)			A		CHEBI:73284			
A0434		Adrenomedullin			A		MESHC:D053607			
A0435		"Adriamycin 14-octanoate, hydrochloride"			A					
A0436		Advanced Glycation End Product			A		MESHC:D017127			
A0437		Aflatoxin B1			A		CHEBI:2504			
A0438		"Aflatoxin exo-8,9-oxide"			A					
A0439		Agm 1470			A					
A0440		Agmatine			A		CHEBI:17431			
A0441		Aica ribonucleotide			A		MESHC:C031143			
A0442		Ajoene			A		MESHC:C048980			
A0443		Alanine			A		CHEBI:16449			
A0444		"Alanine, 3-(2-aminoethoxy)-, L-"			A					
A0445		Albumins			A		MESHC:D000418			
A0446		Albuterol			A		CHEBI:2549			
A0447		Alcohol			A		CHEBI:30879			
A0448		"Aldehydes, C9-11"			A					
A0449		Aldosterone			A		CHEBI:27584			
A0450		Alendronate sodium			A		CHEBI:2566			
A0451		Aliskiren			A		CHEBI:601027			
A0452		Alitretinoin			A		CHEBI:50648			
A0453		Allergens			A		MESHC:D000485			
A0454		Allicin			A		CHEBI:28411			
A0455		Allopurinol			A		CHEBI:40279			
A0456		Alloxan			A		CHEBI:76451			
A0457		Allyl sulfide			A		MESHC:C038491			
A0458		Allylamine			A		MESHC:D000499			
A0459		Alprostadil			A		CHEBI:15544			
A0460		Alum			A		CHEBI:74768			
A0461		Aluminum			A		CHEBI:28984			
A0462		Am 580			A		CHEBI:64210			
A0463		Amantadine			A		CHEBI:2618			
A0464		Amide			A		CHEBI:32988			
A0465		Amiloride			A		CHEBI:2639			
A0466		Aminoacetone			A		CHEBI:17906			
A0467		Aminoglutethimide			A		CHEBI:2654			
A0468		Aminohippuric acid			A		CHEBI:104011			
A0469		Aminorex			A		MESHC:D000635			
A0470		"Aminotransferase, alanine"			A		MESHC:D000410			
A0471		"Aminotransferase, aspartate"			A		MESHC:D001219			
A0472		Amiodarone			A		CHEBI:2663			
A0473		Amitrole			A		CHEBI:40036			
A0474		Ammonia			A		CHEBI:16134			
A0475		Ammonium chloride			A		CHEBI:31206			
A0476		Amphetamine			A		CHEBI:2679			
A0477		Amphiregulin			A		MESHC:D066258			
A0478		Amphotericin B-deoxycholate			A		MESHC:C059765			
A0479		Amrinone			A		MESHC:D000676			
A0480		Amygdalin			A		CHEBI:27613			
A0481		Amylin			A		MESHC:D058228			
A0482		Amyloid beta-protein (17-42)			A		MESHC:C086839			
A0483		"Anabasine, 1-nitroso-"			A					
A0484		Anandamide			A		CHEBI:2700			
A0485		Anastrozole			A		CHEBI:2704			
A0486		Anatoxin-A(S)			A		MESHC:C509785			
A0487		Androgen			A		CHEBI:50113			
A0488		"Androstan-3-one, 17-hydroxy-, (5-beta,17-beta)- (9CI)"			A					
A0489		Androstenedione			A		CHEBI:16422			
A0490		Androstenol			A		CHEBI:40933			
A0491		Androsterone			A		CHEBI:16032			
A0492		Angiogenin			A		MESHC:C046366			
A0493		Angiostatin			A		MESHC:D043168			
A0494		Angiotensin			A		CHEBI:48433			
A0495		Angiotensin I			A		MESHC:D000803			
A0496		Angiotensin II (1-7)			A		CHEBI:55438			
A0497		Angiotensin III			A		MESHC:D000805			
A0498		Angiotensin ii			A		CHEBI:48432			
A0499		Angiotensinogen			A		MESHC:D000808			
A0500		Anisomycin			A		CHEBI:338412			
A0501		Anthracycline			A		CHEBI:48120			
A0502		Anthranilic acid			A		CHEBI:30754			
A0503		Anthrax			A					
A0504		Anti-EGFR mAb Clone 225			A					
A0505		Antigens			A		CHEBI:59132			
A0506		Antimycin A			A		CHEBI:22584			
A0507		Antimycin A1			A		CHEBI:22584			
A0508		Apafant			A					
A0509		Apamin			A		MESHC:D001030			
A0510		Aphidicolin			A		CHEBI:2766			
A0511		Apigenin			A		CHEBI:18388			
A0512		Aprotinin			A		MESHC:D007611			
A0513		Arachidic acid			A		CHEBI:28822			
A0514		Arachidonic acid			A		CHEBI:15843			
A0515		Arachidonic acid 5-hydroperoxide			A		MESHC:C025348			
A0516		Arachidonyl-3-ketoacyl-CoA			A					
A0517		Arachidonyl-coenzyme A			A		CHEBI:15514			
A0518		Arecoline			A		CHEBI:2814			
A0519		Argatroban			A		CHEBI:48720			
A0520		Arginase			A		MESHC:D001119			
A0521		Arginine			A		CHEBI:29016			
A0522		Argininic acid			A		MESHC:C000225			
A0523		Argininosuccinic acid			A		MESHC:D001125			
A0524		Arginyl-glycyl-aspartyl-serine			A		MESHC:C046617			
A0525		Aroclor 1242			A		MESHC:C027423			
A0526		Arsenic			A		CHEBI:27563			
A0527		Arsenic oxide			A		CHEBI:50527			
A0528		Arsenic trioxide			A		CHEBI:30621			
A0529		Arsenite			A		CHEBI:29866			
A0530		Artemisinin			A		CHEBI:223316			
A0531		Arzoxifene			A					
A0532		Asbestos			A		CHEBI:46661			
A0533		Ascomycin			A					
A0534		Ascorbic acid			A		CHEBI:22652			
A0535		Asparagine			A		CHEBI:22653			
A0536		Aspartic acid D-form			A		CHEBI:17364			
A0537		Aspergillus fumigatus Ag extract			A					
A0538		Aspirin			A		CHEBI:15365			
A0539		Astaxanthine			A		CHEBI:40968			
A0540		Astressin			A		MESHC:C104416			
A0541		Atazanavir			A		CHEBI:37924			
A0542		Atenolol			A		CHEBI:2904			
A0543		Atorvastatin			A		CHEBI:39548			
A0544		Atrial natriuretic factor			A		MESHC:D009320			
A0545		Atropine			A		CHEBI:16684			
A0546		Aurintricarboxylic acid			A		MESHC:D001312			
A0547		Aurothioglucose			A		MESHC:D006051			
A0548		Azacitidine			A		CHEBI:2038			
A0549		Azaserine			A		CHEBI:74846			
A0550		"Azastreptonigrin, isopropylidene- (7CI)"			A					
A0551		Azathioprine			A		CHEBI:2948			
A0552		Azetidine			A		CHEBI:30968			
A0553		Azetidyl-2-carboxylic acid			A		CHEBI:6198			
A0554		Azide			A		CHEBI:40910			
A0555		Azithromycin			A		CHEBI:2955			
A0556		Aztreonam			A		CHEBI:161680			
A0557		BAY 11-7085			A		MESHC:C416282			
A0558		BAY 43-9006			A					
A0559		BEZ235			A		CHEBI:71952			
A0560		BIP			A					
A0561		BM-17.0744			A					
A0562		BMS-690514			A		MESHC:C552150			
A0563		BN 50730			A		MESHC:C066686			
A0564		BN 52205			A		MESHC:C072522			
A0565		BQ 123			A					
A0566		BQ 485			A		MESHC:C083116			
A0567		BQ-788			A		MESHC:C086539			
A0568		BVT.2733			A					
A0569		BXT 51072			A		MESHC:C114695			
A0570		Bacitracin			A		CHEBI:28669			
A0571		Bafilomycin A			A		MESHC:C057620			
A0572		Bafilomycin A1			A		CHEBI:22689			
A0573		Baicalein			A		CHEBI:2979			
A0574		Baicalin			A		CHEBI:2981			
A0575		Barium			A		CHEBI:37136			
A0576		Batimastat			A		MESHC:C080985			
A0577		Bay X 1005			A					
A0578		Bay-K-8644			A					
A0579		Beclomethasone			A		CHEBI:3001			
A0580		Benafentrine			A					
A0581		Benfotiamine			A		CHEBI:41039			
A0582		Benomyl			A		CHEBI:3015			
A0583		"Benz(a)anthracene, dimethyl-"			A					
A0584		Benzbromarone			A		CHEBI:3023			
A0585		Benzene			A		CHEBI:16716			
A0586		Benzene oxide			A		MESHC:C023372			
A0587		Benzo(a)perylene			A					
A0588		Benzo(a)pyrene			A		CHEBI:29865			
A0589		Benzo(a)pyrene diolepoxide I			A		CHEBI:30614			
A0590		Benzobarbital			A		MESHC:C002915			
A0591		"Benzoic acid, 2-hydroxy-, ion(1-) (9CI)"			A					
A0592		Benzopyrene			A		MESHC:D001580			
A0593		Benzoquinone			A		CHEBI:39439			
A0594		Benzoyl peroxide			A		MESHC:D001585			
A0595		Benzyloxycarbonylleucyl-leucyl-leucine aldehyde			A		CHEBI:75142			
A0596		Beraprost			A		MESHC:C048081			
A0597		Berberine			A		CHEBI:16118			
A0598		Betaine			A		CHEBI:17750			
A0599		Betamethasone			A		CHEBI:3077			
A0600		Betamethasone valerate			A		CHEBI:31277			
A0601		Bevacizumab			A		MESHC:C469428			
A0602		Bexarotene			A		CHEBI:50859			
A0603		Bezafibrate			A		CHEBI:47612			
A0604		Bicalutamide			A		CHEBI:3090			
A0605		Bicuculline			A		CHEBI:3092			
A0606		Biglycan			A		MESHC:D058578			
A0607		Bile acid-derived 2-trans-enoyl CoA			A					
A0608		Bile acid-derived 3-ketoacyl CoA			A					
A0609		Bile acid-derived D-3-hydroxyacyl CoA			A					
A0610		Bile acid-derived acyl CoA			A					
A0611		Bile acid-derived acyl CoA (-C2)			A					
A0612		Bile salt			A		CHEBI:22868			
A0613		Bilirubin			A		CHEBI:16990			
A0614		Biliverdine			A		CHEBI:17033			
A0615		Biotin			A		CHEBI:15956			
A0616		Bis(4-nitrophenyl)phosphate			A		MESHC:C002887			
A0617		Bisindolylmaleimide			A		MESHC:C088060			
A0618		Bisphenol A			A		CHEBI:33216			
A0619		Bivalirudin			A		CHEBI:59173			
A0620		Black currant oil			A		MESHC:C084865			
A0621		Bleomycin			A		CHEBI:22907			
A0622		Bombesin			A		MESHC:D001839			
A0623		Bongkrekic acid			A		MESHC:D001865			
A0624		Bortezomib			A		CHEBI:52717			
A0625		Bosentan			A		CHEBI:51450			
A0626		Botrocetin			A		MESHC:C030961			
A0627		Bradykinin			A		CHEBI:3165			
A0628		Branched chain fatty acid			A		CHEBI:35819			
A0629		Brefeldin A			A		CHEBI:48080			
A0630		Brl 37344			A		MESHC:C057368			
A0631		Bromelains			A		MESHC:D001963			
A0632		Bromocriptine			A		CHEBI:3181			
A0633		Bropirimine			A		MESHC:C033560			
A0634		Bryostatin 1			A		MESHC:C046785			
A0635		Bucladesine			A		CHEBI:50095			
A0636		Budesonide			A		CHEBI:3207			
A0637		Bumetanide			A		CHEBI:3213			
A0638		Bungarotoxin			A		MESHC:D002038			
A0639		Bupivacaine			A		CHEBI:3215			
A0640		"Butanedioic acid, hydroxy-, ion(2)-"			A					
A0641		"Butanedioic acid, ion(2-)"			A		CHEBI:30031			
A0642		Butanoyl-CoA			A		CHEBI:22954			
A0643		Butaprost			A		MESHC:C048491			
A0644		Buthionine sulfoximine			A		CHEBI:28714			
A0645		Butylated hydroxyanisole			A		CHEBI:76359			
A0646		Butylated hydroxytoluene			A		CHEBI:34247			
A0647		Butyric acid			A		CHEBI:30772			
A0648		Butyrolactone I			A		MESHC:C082868			
A0649		C-Reactive protein			A		MESHC:D002097			
A0650		C75			A					
A0651		CD40L			A		MESHC:D023201			
A0652		CD437			A					
A0653		CDK inhibitor			A					
A0654		CGP 53716			A		MESHC:C092972			
A0655		CI-1018			A					
A0656		"CL316,243"			A					
A0657		CO2			A		CHEBI:16526			
A0658		COP			A					
A0659		COX2 inhibitor			A		MESHC:D052246			
A0660		CP-24879			A					
A0661		CPG-oligonucleotide			A		MESHC:C408982			
A0662		CRA-024781			A					
A0663		CV 3988			A		MESHC:C037913			
A0664		Cadaverine			A		CHEBI:18127			
A0665		Cadmium			A		CHEBI:22977			
A0666		Cadmium chloride			A		CHEBI:35456			
A0667		Caffeic acid phenethyl ester			A		CHEBI:8062			
A0668		Caffeine			A		CHEBI:27732			
A0669		Calcidiol			A		CHEBI:17933			
A0670		Calcifediol anhydrous			A		CHEBI:17933			
A0671		Calcimycin			A		MESHC:D000001			
A0672		Calcipotriene			A		CHEBI:50749			
A0673		Calcitonin			A		CHEBI:3306			
A0674		Calcitriol			A		CHEBI:17823			
A0675		Calcitroic acid			A		CHEBI:47828			
A0676		Calcium			A		CHEBI:29108			
A0677		Calcium chloride			A		CHEBI:3312			
A0678		Calcium ionophore A23187			A					
A0679		Calpain			A		MESHC:D002154			
A0680		Calpeptin			A		MESHC:C071482			
A0681		Calphostin C			A		MESHC:C058819			
A0682		Calyculin A			A		MESHC:C059041			
A0683		Camptothecin			A		CHEBI:27656			
A0684		Canaline			A		MESHC:C001926			
A0685		Candesartan			A		CHEBI:3347			
A0686		Candoxatril			A		CHEBI:3353			
A0687		Canertinib dihydrochloride			A		MESHC:C072383			
A0688		Cannabinolic acid			A		MESHC:C045780			
A0689		Cantharidin			A		CHEBI:64213			
A0690		Capecitabine			A		CHEBI:31348			
A0691		Caproic acid			A		CHEBI:30776			
A0692		Capsaicin			A		CHEBI:3374			
A0693		Captopril			A		CHEBI:3380			
A0694		Carbachol			A		CHEBI:3385			
A0695		Carbamazepine			A		CHEBI:3387			
A0696		"Carbamic acid, ion(1-)"			A		CHEBI:13941			
A0697		Carbenoxolone			A		MESHC:D002229			
A0698		Carbenoxolone sodium			A					
A0699		Carbocysteine-lysine			A		MESHC:C034932			
A0700		Carbofuran			A		CHEBI:34611			
A0701		Carbon Dioxide			A		CHEBI:16526			
A0702		Carbon black			A					
A0703		Carbon monoxide			A		CHEBI:17245			
A0704		Carbon tetrachloride			A		CHEBI:27385			
A0705		"Carbonate, hydrogen"			A		MESHC:D001639			
A0706		Carbonyl cyanide m-chlorophenyl hydrazone			A		CHEBI:3259			
A0707		Carbonyl cyanide p-trifluoromethoxyphenylhydrazone			A		CHEBI:75458			
A0708		Carboplatin			A		CHEBI:31355			
A0709		Carboprostacyclin			A		MESHC:C026678			
A0710		Carboxyhemoglobin			A		MESHC:D002263			
A0711		Cardenolide			A		CHEBI:71620			
A0712		Cardiolipin			A		CHEBI:28494			
A0713		Cardiotoxin			A		MESHC:D054715			
A0714		Cariporide			A		MESHC:C093373			
A0715		Carmustine			A		CHEBI:3423			
A0716		Carnitine			A		CHEBI:17126			
A0717		Carnosol			A		MESHC:C068623			
A0718		Carrageenan			A		CHEBI:3435			
A0719		Casein			A		MESHC:D002364			
A0720		Caspase 1 inhibitor			A					
A0721		Caspase 2 inhibitor			A					
A0722		Caspase 3 activator			A					
A0723		Caspase 3 inhibitor			A					
A0724		Caspase 7 inhibitor			A					
A0725		Caspase inhibitor			A		MESHC:D061945			
A0726		Castanospermine			A		CHEBI:27860			
A0727		Catalase			A		MESHC:D002374			
A0728		Catechol			A		CHEBI:18135			
A0729		Cci 779			A					
A0730		Cd 437			A		MESHC:C099555			
A0731		Cdc25 protein			A					
A0732		Cecekin vitrum			A		MESHC:C006934			
A0733		Celecoxib			A		CHEBI:41423			
A0734		Celiprolol			A		MESHC:D017272			
A0735		Cell-derived microparticle			A					
A0736		Cephaloridine			A		CHEBI:3537			
A0737		Ceramide			A		CHEBI:17761			
A0738		Ceramide 1-phosphate			A		CHEBI:16197			
A0739		Cerium chloride			A		CHEBI:35458			
A0740		Cerivastatin			A		CHEBI:3558			
A0741		Cerulein 7			A		MESHC:C053183			
A0742		Cerulenin			A		CHEBI:171741			
A0743		Ceruletide			A		CHEBI:59219			
A0744		Cesium			A		CHEBI:30514			
A0745		Cetuximab			A		MESHC:C411189			
A0746		Cgs 15943			A					
A0747		Cgs 21680			A		CHEBI:73283			
A0748		Charybdotoxin			A		MESHC:D018999			
A0749		Chelerythrine			A		MESHC:C016299			
A0750		Chemotactic tetrapeptide			A		MESHC:C058574			
A0751		Chenodeoxycholate			A		CHEBI:36234			
A0752		Chenodiol			A		CHEBI:16755			
A0753		Chitin			A		CHEBI:17029			
A0754		Chloramphenicol			A		CHEBI:17698			
A0755		Chlordecone			A		CHEBI:16548			
A0756		Chloride			A		CHEBI:17996			
A0757		Chloride(1-)			A		CHEBI:17996			
A0758		Chlorinated dioxins			A					
A0759		Chloroethyl nitrosoureas			A					
A0760		Chloroquine			A		CHEBI:3638			
A0761		Chlorothiazide			A		CHEBI:3640			
A0762		Chlorpheniramine			A		CHEBI:52010			
A0763		Chlorpheniramine maleate			A					
A0764		Chlorpromazine			A		CHEBI:3647			
A0765		Chlorpyrifos			A		CHEBI:34631			
A0766		Cholecalciferol			A		CHEBI:28940			
A0767		Cholera toxin			A		MESHC:D002772			
A0768		"Cholest-5-en-3beta,7alpha-diol"			A					
A0769		"Cholest-6-en-3-beta-ol, 5-alpha-hydroperoxide"			A					
A0770		"Cholesta-5,7,24-trien-3beta-ol"			A		CHEBI:27910			
A0771		"Cholesta-7,24-dien-3-ol"			A		CHEBI:16290			
A0772		Cholesterol			A		CHEBI:16113			
A0773		Cholesterol 7-hydroperoxide			A		MESHC:C041011			
A0774		Cholesterol ester			A		CHEBI:17002			
A0775		Cholestyramine			A		MESHC:D002792			
A0776		Cholic acid			A		CHEBI:16359			
A0777		Choline			A		CHEBI:15354			
A0778		Choline alfoscerate			A		CHEBI:55397			
A0779		Chondroitin			A		CHEBI:16137			
A0780		Chondroitin 6-sulfate			A		CHEBI:18296			
A0781		Chondroitin sulfate A			A		CHEBI:18250			
A0782		Chondroitin sulfate D			A		MESHC:C065068			
A0783		Chondroitin sulfates			A		CHEBI:37397			
A0784		Chromium			A		CHEBI:28073			
A0785		Chromium hexavalent ion			A		CHEBI:33007			
A0786		Chrysarobin			A		CHEBI:3686			
A0787		Chrysin			A		CHEBI:75095			
A0788		Chylomicron Remnant			A		MESHC:D053298			
A0789		Chymostatin			A		MESHC:C002101			
A0790		Ciglitazone			A		CHEBI:64227			
A0791		Cilazapril			A		MESHC:D017315			
A0792		Cilomilast			A		MESHC:C433247			
A0793		Cilostamide			A		MESHC:C021294			
A0794		Cilostazol			A		CHEBI:31401			
A0795		Cimetidine			A		CHEBI:3699			
A0796		Cinnamaldehyde			A		CHEBI:16731			
A0797		"Cinnamaldehyde, o-hydroxy-"			A					
A0798		Ciprofibrate			A		CHEBI:50867			
A0799		Ciprofloxacin			A		CHEBI:100241			
A0800		Cisplatin			A		CHEBI:27899			
A0801		Citrate			A		CHEBI:16947			
A0802		Citric acid			A		CHEBI:30769			
A0803		Citrulline			A		CHEBI:18211			
A0804		Cl-			A		CHEBI:17996			
A0805		Clarithromycin			A		CHEBI:3732			
A0806		Clenbuterol			A		CHEBI:174690			
A0807		Clofibrate			A		CHEBI:3750			
A0808		Clofibric acid			A		CHEBI:34648			
A0809		Clofilium			A		MESHC:C022799			
A0810		Clomipramine			A		CHEBI:47780			
A0811		Clonidine			A		CHEBI:46631			
A0812		Clorgiline			A		CHEBI:3763			
A0813		Clozapine			A		CHEBI:3766			
A0814		CoA-SH			A		CHEBI:15346			
A0815		Coagulation Factor XIIa			A		MESHC:D015956			
A0816		Coal dust			A					
A0817		Cobalt			A		CHEBI:27638			
A0818		Cobalt chloride			A		CHEBI:35696			
A0819		Cobaltous chloride			A		CHEBI:35696			
A0820		Cocaine			A		CHEBI:27958			
A0821		Cocarboxylase			A		CHEBI:18290			
A0822		"Cocoa, ext."			A					
A0823		Coenzyme A			A		CHEBI:15346			
A0824		Colchicine			A		CHEBI:23359			
A0825		Colforsin			A		CHEBI:42471			
A0826		"Collagen I, alpha chain (98-110)"			A		MESHC:C045653			
A0827		Collagenase			A		MESHC:D017364			
A0828		Comfrey extract			A					
A0829		Complement 4a			A		MESHC:D015934			
A0830		Complement 4b			A		MESHC:D015935			
A0831		Complement 5a			A		MESHC:D015936			
A0832		Compound 401			A					
A0833		Concanavalin A			A		MESHC:D003208			
A0834		Convulxin			A		MESHC:C028890			
A0835		Copper			A		CHEBI:29036			
A0836		Corticosteroids			A		CHEBI:50858			
A0837		Corticosterone			A		CHEBI:16827			
A0838		Corticotropin			A		CHEBI:3892			
A0839		Corticotropin-releasing hormone			A		CHEBI:65311			
A0840		Cortisol			A		CHEBI:17650			
A0841		Cortisone			A		CHEBI:16962			
A0842		Cortodoxone			A		CHEBI:28324			
A0843		Cotinine			A		CHEBI:68641			
A0844		Coumarin			A		CHEBI:28794			
A0845		Coumestrol			A		CHEBI:3908			
A0846		Creatine			A		CHEBI:16919			
A0847		Creatinine			A		CHEBI:16737			
A0848		Crm197			A		MESHC:C028581			
A0849		Cromakalim			A		MESHC:D019806			
A0850		Cromolyn			A		CHEBI:128458			
A0851		Crotonoyl-CoA			A		CHEBI:15473			
A0852		Cupric chloride anhydrous			A		CHEBI:49553			
A0853		Curcumin			A		CHEBI:3962			
A0854		Cyanide			A		CHEBI:17514			
A0855		Cyanoginosin LR			A		CHEBI:6925			
A0856		Cyclase adenylate			A					
A0857		Cyclic ADP-ribose			A		CHEBI:31445			
A0858		Cyclic GMP			A		CHEBI:16356			
A0859		Cyclin D1			A		MESHC:D019938			
A0860		Cyclodextrin			A		CHEBI:23456			
A0861		Cycloheximide			A		CHEBI:27641			
A0862		Cyclohexylamine			A		CHEBI:15773			
A0863		Cycloleucine			A		MESHC:D003515			
A0864		Cyclolinteinone			A		MESHC:C407092			
A0865		Cyclopamine			A		MESHC:C000541			
A0866		Cyclophosphamide			A		CHEBI:4027			
A0867		Cyclopiazonic acid			A		CHEBI:38615			
A0868		Cycloserine			A		CHEBI:40009			
A0869		Cyclosporin			A		MESHC:D016572			
A0870		"Cyclosporin A, 4-(2-butenyl)-4,4,N-trimethylthreonine(1)-"			A		MESHC:C089102			
A0871		Cyclosporin H			A		MESHC:C050025			
A0872		Cyclosporine			A		CHEBI:4031			
A0873		Cyclothiazide			A		CHEBI:31448			
A0874		Cyfluthrin			A		CHEBI:4034			
A0875		Cyproterone acetate			A		CHEBI:50743			
A0876		Cystamine			A		MESHC:D003538			
A0877		Cysteamine			A		CHEBI:17141			
A0878		Cysteine			A		CHEBI:15356			
A0879		Cytarabine			A		CHEBI:28680			
A0880		Cytidine monophosphate			A		MESHC:D003568			
A0881		Cytidine triphosphate			A		CHEBI:17677			
A0882		Cytochalasin B			A		CHEBI:23527			
A0883		Cytochalasin D			A		CHEBI:529996			
A0884		Cytochalasin H			A		MESHC:C034891			
A0885		Cytochrome C			A		CHEBI:18070			
A0886		Cytochrome P 450 monooxygenase			A		MESHC:D003577			
A0887		Cytochrome P-450			A		CHEBI:38559			
A0888		Cytochrome b			A		CHEBI:38551			
A0889		Cytochrome b558			A		MESHC:C036888			
A0890		Cytolipin H			A		MESHC:C009744			
A0891		Cytosine			A		CHEBI:16040			
A0892		Cytotoxic necrotizing factor type 1			A		MESHC:C060296			
A0893		D 609			A					
A0894		D-Fructose			A		CHEBI:15824			
A0895		"D-Fructose 1,6-bisphosphate"			A		CHEBI:16905			
A0896		"D-Fructose 2,6-bisphosphate"			A		CHEBI:28602			
A0897		D-Fructose 6-phosphate			A		CHEBI:15946			
A0898		D-Galactose			A		CHEBI:12936			
A0899		"D-Glucose, anhydrous"			A					
A0900		D-Glyceraldehyde 3-phosphate			A		CHEBI:29052			
A0901		D-Lactic acid			A		CHEBI:42111			
A0902		D-Ribose 1-phosphate			A		CHEBI:35425			
A0903		D-Tagatose			A		CHEBI:16443			
A0904		D-Xylulose 5-phosphate			A		CHEBI:16332			
A0905		"D-arabino-Hexopyranose, 2-deoxy-"			A					
A0906		DAPM			A		CHEBI:32506			
A0907		DC101			A					
A0908		DDT			A		CHEBI:16130			
A0909		DEM			A					
A0910		DIDS			A		CHEBI:4286			
A0911		DMPPO			A		CHEBI:63412			
A0912		DNA-PK inhibitor			A					
A0913		Dactinomycin			A		CHEBI:27666			
A0914		Daidzein			A		CHEBI:28197			
A0915		Damage Associated Molecular Patterns			A					
A0916		Dantrolene			A		CHEBI:4317			
A0917		Daunorubicin			A		CHEBI:41977			
A0918		Debrisoquine			A		CHEBI:34665			
A0919		Decanoyl-coenzyme A			A		CHEBI:28493			
A0920		Decitabine			A		CHEBI:50131			
A0921		Defensins			A		MESHC:D023082			
A0922		Deferoxamine			A		CHEBI:4356			
A0923		Deferoxamine mesylate			A		CHEBI:31460			
A0924		Deflazacort			A		MESHC:C021988			
A0925		Deguelin			A		MESHC:C107676			
A0926		Dehydroepiandrosterone			A		CHEBI:28689			
A0927		Dehydroepiandrosterone sulfate			A		CHEBI:16814			
A0928		"Dehydrogenase, glucose 6-phosphate"			A					
A0929		Deltamethrin			A		CHEBI:4388			
A0930		Denbufylline			A		MESHC:C043898			
A0931		Deoxycholic acid			A		CHEBI:28834			
A0932		Deoxycytidine			A		CHEBI:15698			
A0933		Deoxycytidine monophosphate			A		CHEBI:15918			
A0934		Deoxyglucose			A		CHEBI:23623			
A0935		Deoxyguanosine			A		CHEBI:17172			
A0936		Deoxyguanosine triphosphate			A		CHEBI:16497			
A0937		Deoxyinosine			A		CHEBI:28997			
A0938		Deoxymannojirimycin			A					
A0939		Deoxypyridinoline			A		MESHC:C036020			
A0940		Deoxyuridine			A		CHEBI:16450			
A0941		Deoxyuridine triphosphate			A		CHEBI:17625			
A0942		Depsipeptide			A		CHEBI:23643			
A0943		Dequalinium			A		MESHC:D003868			
A0944		Dermatan			A		CHEBI:4439			
A0945		Dermatan sulfate			A		CHEBI:18376			
A0946		Desferrioxamine B-succinyl-phenylalanine(1)-octreotide			A		MESHC:C082116			
A0947		Desipramine			A		CHEBI:47781			
A0948		Desmosine			A		CHEBI:37628			
A0949		Desmosterol			A		CHEBI:17737			
A0950		Desoxycorticosterone			A		CHEBI:16973			
A0951		Desoxycorticosterone acetate			A		MESHC:D064791			
A0952		Dexamethasone			A		CHEBI:41879			
